id|songId|verseNumber|verseContent
418|116|2|"ကျွန်ုပ်၏ကယ်တင်ရှင်မေတ္တာတော်သည်၊
ပင်လယ်ထက်နက်၍ကြီးကျယ်၏၊
ကိုယ်တော်မျက်နှာကြည့်၍စိတ်ဝမ်းမြောက်သည်၊
ကယ်တင်ရှင်ကိုတောင့်တပါသည်။"
419|116|3|"မိတ်ဆွေစွန့်သော်လည်းမစွန့်ယေရှုရှင်၊
အံ့ဩဖွယ်ကောင်းသောကယ်တင်ရှင်၊
ကိုယ်တော်မေတ္တာတော်ကျွန်ုပ်ဖို့လောက်သည်၊
ကယ်တင်ရှင်ကိုတောင့်တပါသည်။"
420|117|1|"ယေရှုတွက်သက်ရှင်၊ သစ္စာရှိသက်တာ၊
ဆောင်ရွက်သမျှတွင်၊ ကိုယ်တော်စိတ်ကြိုက်သာ၊
ဝမ်းမြောက်လွတ်လပ်စွာ၊ ကိုယ်တော်သစ္စာခံ၊
ကောင်းချီးရရှိရန်၊ ဤနည်းလမ်းအမှန်။"
421|117|2|"ယေရှုတွက်သက်ရှင်၊ သခင်သေခံမူ၊
ကရာနီတွင်ပြစ်လုံးစုံကိုခံယူ၊
ကိုယ်တော်မေတ္တာသည်၊ ခေါ်သံနားညောင်းစေ၊
နောက်တော်သို့လိုက်၍၊ ရှိသမျှအပ်ပေ။"
422|117|3|"ယေရှုတွက်သက်ရှင်၊ လောက၌ရှိစဉ်၊
ကိုယ်တော်ပြုံးရယ်ခြင်း၊ ငါချစ်ဘဏ္ဍာပင်၊
လမ်းလွဲသူများရွေးနုတ်ရန်သေခံပြီ၊
မောပန်းသူများကို၊ နားရာသို့ဆောင်၏။"
423|118|1|"လောကီသားတို့အားထင်ရှားသော၊ သွေးစမ်းတွင်မင်္ဂလာရှိ၏၊
သားတော်၌ဩဘာဖြစ်စေလော့၊ ဒဏ်ရာတော်ဖြင့်အနာငြိမ်း၏၊
သိုးခြံတော်မှဝေးစွာခွာစဉ်၊ ဝမ်းနည်းခြင်းဒုက္ခခံသော်လည်း၊
သိုးငယ်သွေးတော်နှင့်ဆေးကြောလျှင်၊ ကျွန်ုပ်မိုးပွင့်ထက်ဖြူလိမ့်မည်။"
424|118|2|"ဆောင်းတော်မူဦးရစ်ဆူးဖြစ်ပေ၊ ကပ်တိုင်ခန္ဓာတော်ကိုအောင်ရာ၊
ပြင်းစွာဒုက္ခခံတော်မူလေ၊ ထိုဒုက္ခချည်းနှီးမဟုတ်ပါ၊
အပြစ်စင်ကြယ်စေရန်ဖြစ်စေ၊ စမ်းတွင်းတော်သို့ပို့ဆောင်မူမည်၊
သွန်းသောသွေး၌ကျွန်ုပ်ဆေးကြော၊ ကျွန်ုပ်မိုးပွင့်ထက်ဖြူလိမ့်မည်။"
425|118|3|"အဖထံတော်မှလမ်းလွဲအောင်၊ ကြိမ်ဖန်များစွာကျုပ်စိတ်လေငြား၊
ပြစ်များအလွန်နီသောအရောင်၊ ရေအားဖြင့်မဖြူနိုင်တကား၊
ယေရှုကိုယ်တော်စမ်းရေတွင်းသို့၊ ကတိတော်အားကိုးလျက်သွားသည်၊
တန်ခိုးတော်ဖြင့်စင်ကြယ်စေဖို့၊ ကျွန်ုပ်မိုးပွင့်ထက်ဖြူလိမ့်မည်။"
426|119|1|"ကယ်တင်ပိုင်သောဘုရား၊ မေတ္တာတော်ရှင်၊
စဉ်မြဲထံတော်ပါးမှ၊ ဆုတ်မခွာသင့်၊
ရှေ့တော်၌နှိမ့်ချစွာ၊ စိတ်ထဲ၌သစ္စာထား၊
ကိုယ်တော်အားလှူရန်ယဇ်၊ ယူဆောင်ခဲ့သည်။"
427|119|2|"ကရုဏာပလ္လင်ရှေ့၊ တောင်းပန်ရန်ဝင်၊
ယုံကြည်အားနည်းမျှော်ကြည့်၊ ယေရှုသခင်၊
ကပ်တိုင်ကိုထမ်း၍သာ၊ အံ့ဖွယ်မေတ္တာကြော်ငြာ၊
ဆုတောင်းခြင်းချီးမွမ်းခြင်း၊ ယူဆောင်ခဲ့သည်။"
428|119|3|"ကိုယ်တော်နှင့်တူစေရန်၊ တည်ကြည်စိတ်သွင်း၊
တစ်နေ့တစ်နေ့လွန်ပြန်၊ တိုး၍သိမြင်၊
ချစ်မေတ္တာမှုတော်ဆောင်၊ ကြင်နာခြင်းပြခဲ့ကြောင်း၊
ကိုယ်တော်ထံပျောက်သူကို၊ ယူဆောင်ခဲ့သည်။"
429|119|4|"ကျွန်ုပ်ပိုင်ဆိုင်သမျှ၊ ကိုယ်တော်ပိုင်ရာ၊
ဝမ်းနည်းဝမ်းသာသက်တာ၊ ကိုယ်တော်ဖို့သာ၊
မျက်နှာတော်ဖူးမြင်လျှင်၊ ငါ့ဝိညာဉ်ကိုယ်တော်အား၊
မြဲထာဝရပတ်လုံး၊ ဆက်သပါသည်။"
430|120|1|"ကယ်ချွတ်ရှင်ကိုယ်တော်ကိုသာ၊
အကျွန်ုပ်သည်မှီတွယ်လျက်နေပါ၊
သွေးတော်ဖြင့်ဆေးကြောပြစ်များ၊
ကိုယ်တော်ပါးတွင်အစဉ်နေစေပါ။"
431|120|2|"ပြောင်းလဲတတ်သောလောကတွင်၊
ကျွန်ုပ်ကိုဖြည်းညင်းစွာလမ်းပြပါ၊
ကိုယ်တော်မြတ်ကိုသာယုံလျှင်၊
ဘယ်သောခါမျှလမ်းမလွဲနိုင်ရာ။"
432|120|3|"သေဆုံးချိန်ရောက်သည့်တိုင်အောင်၊
ကိုယ်တော်ကိုသာတိုး၍ချစ်စေပါ၊
ကောင်းကင်သို့ဝင်သည်တိုင်အောင်၊
ကိုယ်တော်မြတ်ကိုချစ်လျက်နှင့်မခွာ။"
433|121|1|"အို၊ ယေရှုရှင်နားညောင်းမူပါ၊ ကယ်တော်မမူလျှင်မှန်သေရ၊
ကယ်တင်ခြင်းကိုချပေးသနား၊ ရှိသည်အတိုင်းယူပါ။"
434|121|2|"မစရာမဲ့၊ ပြစ်များလှပါ၊ သို့သော်ကိုယ်တော်သွေးတော်သွန်းရာ၊
အလိုတော်ရှိပြုပြင်နိုင်ပါ၊ ရှိသည်အတိုင်းယူပါ။"
435|121|3|"မပြင်ဆင်နိုင်ဘယ်အရာမျှ၊ ကတိသစ္စာဖျက်ဆီးတတ်လှ၊
နာမတော်ကြောင့်သာကယ်တင်ပါ၊ ရှိသည်အတိုင်းယူပါ။"
436|121|4|"ခြေတော်ရင်းမှာကြည့်တော်မူပါ၊ တော်လျော်စွာစီရင်ဆုံးမပါ၊
မှုတော်စလျှင်ပြည့်စုံစေပါ၊ ရှိသည်အတိုင်းယူပါ။"
437|122|1|"သက်ရှင်ပြန်စေမှုတော်၊ သန့်ရှင်းသူထံကြွလာ၊
တန်ခိုးတော်နှင့်လူတိုင်းတို့အား၊ ပြောလျှင်နားထောင်စေပါ။"
438|122|2|"သက်ရှင်ပြန်စေမှုတော်၊ နာမတော်ချီးမြှောက်ပါ၊
လူတိုင်းတို့၏စိတ်အတွင်းမှာ၊ ကိုယ်တော်ချစ်ခြင်းသွင်းပါ။"
439|122|3|"သက်ရှင်ပြန်စေမှုတော်၊ ဝိညာဉ်တော်သွန်းလောင်းပါ၊
ကိုယ်တော်မြတ်ဘုန်းထင်ရှားစေသော်၊ ကျုပ်တို့ကောင်းချီးခံရ။"
440|123|1|"အိုယေရှုရှင်၊ ကျွန်ုပ်ဝိညာဉ်၊ ကိုယ်တော်မြတ်အားဖြင့်သာ၊
ကြာမြင့်စွာရှာသောဝမ်းသာခြင်း၊ နှစ်သိမ့်ခြင်းတွေ့ရပါ။"
441|123|2|"စိတ်ချမ်းသာခြင်းကိုရှာစဉ်တွင်၊ ကိုယ်တော်ကိုမေ့လျော့သည်၊
ကယ်တင်ရှင်မြတ်ကိုငြင်းပယ်စဉ်၊ မေတ္တာတော်သွေးဆောင်၏။"
442|123|3|"လောကီစည်းစိမ်၊ နှစ်သက်ခြင်းဖြင့်၊ ကျွန်ုပ်စိတ်အေးစိမ့်ငှာ၊
အထူးသဖြင့်ကြိုးစားစဉ်တွင်၊ စိတ်ပျက်ခြင်းသာတွေ့ရ။"
443|123|4|"ယေရှုချစ်ဖွယ်ကောင်းခြင်းဖူးရန်၊ ကျေးဇူးမခံမီက၊
ပျောက်သောပျော်မွေ့ခြင်းစိတ်စွဲလမ်း၊ ကိုယ်တော်ကိုမတောင့်တ။"
444|124|1|"ခုခါနီသောလှိုင်းကိုမြင်သည်၊ ထိုစမ်းနက်၍ကျယ်၏၊
ကယ်ရန်စွမ်းသောယေရှုရှင်သည်၊ ဒဏ်ရာနံဘေးညွှန်၏။"
445|124|2|"အသစ်ဖန်ဆင်းခြင်းငှာဝင်စား၊ သွေးတော်ပြောသံငါကြား၊
သို့ပြောသော်စင်ကြယ်သွေးအောက်မှာ၊ ညစ်ညမ်းဇာတိသေရာ။"
446|124|3|"ကောင်းကင်လင်းနှင့်ငါ့ထံလျှောက်လျှင်၊ လောကအပြစ်ကျော်သွား၊
ချွတ်ပြီးနှလုံးအဝတ်ဖြူစင်၊ ခရစ်တော်စိုးစံရာ။"
447|124|4|"ကောင်းကင်အလားမြေကြီးပေါ်တွင်၊ အံ့ဖွယ်သွေးတော်ပြုသည်၊
ကျွန်ုပ်တွက်သေခံယေရှုရှင်၊ ထိုအကြောင်းကိုသိသည်။"
448|125|1|"လူ့အပြစ်စွန်းဆေးအံ့ငှာ၊ ရှင်ယေရှုအသွေးတတ်စွမ်းလေ၊
ကျွန်ုပ်ကျန်းမာစိမ့်သောငှာ၊ ရှင်ယေရှုအသွေးတတ်စွမ်းလေ။"
449|125|2|"ကျွန်ုပ်စင်ကြယ်စေဖို့ရာ၊ ရှင်ယေရှုအသွေးတတ်စွမ်းလေ၊
ကျွန်ုပ်ပြစ်ဖြေလွှတ်စိမ့်ငှာ၊ ရှင်ယေရှုအသွေးတတ်စွမ်းလေ။"
450|125|3|"ကျွန်ုပ်အပြစ်တွက်ခံရန်၊ ရှင်ယေရှုအသွေးတတ်စွမ်းလေ၊
လူ့ကိုယ်စားကုသိုလ်သွင်းရန်၊ ရှင်ယေရှုအသွေးတတ်စွမ်းလေ။"
451|125|4|"လူ့မြော်လင့်စိတ်ငြိမ်စေရန်၊ ရှင်ယေရှုအသွေးတတ်စွမ်းလေ၊
လူ့ဖြောင့်မတ်ခွင့်ရစေရန်၊ ရှင်ယေရှုအသွေးတတ်စွမ်းလေ။"
452|126|1|"အသင်းတော်၏အမြစ်ကား၊ ယေရှုသခင်ပေတည်း၊
ခရစ်တော်နှုတ်ကပတ်တော်၊ အသင်းတော်ဖန်ဆင်းပြီ၊
သတို့သမီးမြတ်စေရာ၊ ရှာရန်ဆင်းသက်မူပါ၊
သွန်းလောင်းသွေးတော်ဝယ်ယူရာ၊ စွန့်သက်တော်ရှင်စေပါ။"
453|126|2|"လူမျိုးမျိုးထဲမှရွေးကာ၊ တစ်လုံးတစ်၀တည်းတည်၊
ဘုရားတရားဖွားခြင်းမှာ၊ တစ်ပါးတည်းသာရှိသည်၊
နာမတော်ကြီးမြတ်သန့်ရှင်း၊ သန့်ရှင်းပွဲတော်တည်သည်၊
တစ်ခုတည်းသောမြော်လင့်ခြင်း၊ မီအောင်ကြိုးစားရမည်။"
454|126|3|"သင်းတော်ကွဲပြားဒုက္ခများ၊ ခံစားတော်မူရှာရ၊
လောကီသားများလွန်စော်ကား၊ မထီမဲ့မြင်ပြုကြ၊
သန့်ရှင်းသူများယုံကြည်ပုံ၊ တောင်းပန်ပေကြာပြီလေ၊
ညဉ့်လွန်ပြီးမှနေ့အရုဏ်၊ သာယာစွာတက်မည်လေ။"
455|126|4|"ညှဉ်းဆဲမျိုးမျိုးဒုက္ခစုံ၊ သင်းတော်စင်ပြိုင်နေစဉ်၊
မကုန်မဆုံးချမ်းသာပုံ၊ မြင်ရန်ဆိုင်းလင့်နေလျှင်၊
မြင့်မြတ်သောရူပါရုံတော်၊ မျက်စိတွေ့မြင်သောခါ၊
ဘုန်းတော်ပြည့်စုံသောသင်းတော်၊ ရွှင်လန်းမည်သာယာစွာ။"
456|127|1|"ခရစ်ယာန်ညီကိုချင်း၊ မေတ္တာနှောင်ဖွဲ့ခြင်းများ၊
ကောင်းကင်ဘုံသားများနှင့်ချစ်ခြင်း၊ ညီညွတ်တူလှတကား။"
457|127|2|"အဖပလ္လင်ရှေ့တွင်၊ ဆုမင်္ဂလာတောင်းကြ၊
ကြောက်ရွံ့ကြံရွယ်နှစ်သိမ့်မျှော်လင့်၊ တစ်ခုတည်းသာရှိကြ။"
458|127|3|"ဒုက္ခဝန်ဝေမျှလျက်၊ အချင်းချင်းဆောင်ရွက်ခြင်း၊
မကြာမကြာတစ်ဦးအတွက်၊ ကြင်နာမျက်ရည်ယိုဆင်း။"
459|127|4|"ချစ်မိတ်ဆွေနှင့်ခွဲခွါ၊ ဝမ်းနည်းစိတ်ပူခြင်းရှိ၊
သို့သော်တစ်ဖန်တွေ့ကြုံခြင်းငှာ၊ မျှော်လင့်စိတ်အေးခြင်းရှိ။"
460|128|1|"မင်္ဂလာဆုပေါင်းဖြစ်ပွားရာ၊ ယေရှုရှင်မတော်မူပါ၊
နေ့ရက်တိုင်းခံရာဆုကျေးဇူး၊ နေ့ရက်တိုင်းချီးမွမ်းလိုမူ၊
ကောင်းကင်ဘုံသားကျူးသောလင်္ကာ၊ တူပြိုင်လျက်ချီးမွမ်းလိုပါ၊
မေတ္တာတော်တိုင်းထက်လွန်ကြီးပေ၊ မေတ္တာပင်ပြန်ပို့လိုလေ။"
461|128|2|"ခုတိုင်အောင်မစတော်မူလို၊ ဧဗနေဇာထူထောင်လို၊
မစတော်မူကျေးဇူးကြောင့်ပေ၊ အိမ်တော်ကျွန်ုပ်စောင့်စားလေ၊
လမ်းလွဲလျက်ဘေးရောက်မူသောခါ၊ ယေရှုရှင်ကျွန်ုပ်ကိုရှာ၊
ကျွန်ုပ်သက်ကိုကယ်မူလိုငှာ၊ သက်တော်မြတ်စွန့်လေတကား။"
462|128|3|"ကျေးဇူးတော်သည်ထူးမြတ်လွန်းလေ၊ ကျေးဇူးတော်အောက်မေ့လိုပေ၊
ကျေးဇူးရှင်ထိုကျေးဇူးအားဖြင့်၊ ကျွန်ုပ်စိတ်ကိုနှောင်စေချင်၊
မှားမိလွန်းလို့စိတ်ပျက်လုပါ၊ ချစ်ဖွယ်ရှင်ကယ်မသနား၊
ကျွန်ုပ်စိတ်ကိုယူတော်မူလျှင်၊ ကောင်းကင်ဘုံကပြင်ပါရှင်။"
463|129|1|"ခရစ်တော်ပြစ်ဖြေရာပြုပြီ၊ အံ့ဖွယ်ကောင်းလှကယ်တင်ရှင်၊
ကျွန်ုပ်ရွေးနုတ်ခြင်းဖိုးပေးပြီ၊ အံ့ဖွယ်ကောင်းလှကယ်တင်ရှင်။"
464|129|2|"နှလုံးမှပြစ်အားလုံးဆေးပေ၊ အံ့ဖွယ်ကောင်းလှကယ်တင်ရှင်၊
အတွင်း၌အုပ်စိုးတော်မူနေ၊ အံ့ဖွယ်ကောင်းလှကယ်တင်ရှင်။"
465|129|3|"ခရီးဆုံးတိုင်နံဘေးမှာနေ၊ အံ့ဖွယ်ကောင်းလှကယ်တင်ရှင်၊
နေ့တိုင်းကျွန်ုပ်သစ္စာစောင့်စေ၊ အံ့ဖွယ်ကောင်းလှကယ်တင်ရှင်။"
466|129|4|"စုံစမ်းခြင်းများငါတွေ့ခဲ့သည်၊ အံ့ဖွယ်ကောင်းလှကယ်တင်ရှင်၊
အောင်မြင်တန်ခိုးပေးတော်မူသည်၊ အံ့ဖွယ်ကောင်းလှကယ်တင်ရှင်။"
467|130|1|"သွေးနှင့်ပြည့်သောစမ်းတွင်းရှိသည်၊ ဧမာနွေလအသွေး၊
ထိုသွေးတွင်နစ်မြုပ်သောသူသည်၊ အပြစ်ဘေးမှကင်းဝေး။"
468|130|2|"ဓားပြသေစဉ်ထိုစမ်းမြင်သော်၊ ထိုချိန်၌ရွှင်လန်းသည်၊
သူလိုပင်ကျွန်ုပ်ဆိုးငြားသော်၊ အပြစ်မှဆေးကြောမည်။"
469|130|3|"သတ်ခြင်းခံသိုးငယ်မြတ်သွေးသည်၊ တန်ခိုးစဉ်မြဲတည်ပေ၊
ရွေးနုတ်သောအသင်းတော်မြတ်သည်၊ အပြစ်ကိုအောင်မြင်ချေ။"
470|130|4|"ဒဏ်ရာမှယိုစီးသောသွေးကို၊ ယုံခြင်းဖြင့်မြင်သည်မှ၊
ရွေးနုတ်မေတ္တာတော်အကြောင်းကို၊ သေသည်တိုင်ကျူးအေးကြ။"
471|130|5|"သွေးဖြင့်ဝယ်သောသူမင်္ဂလာ၊ မထိုက်ကျွန်ုပ်တွက်တာ၊
ထာ၀ရအသက်ပြင်ထားရာ၊ ကျွန်ုပ်ယုံကြည်ကိုးစား။"
472|130|6|"သင်္ချိုင်းမှဤလေးဆွံ့လျှာကို၊ ကယ်တင်ရွေးနုတ်ပြီးနောက်၊
မြင့်မြတ်တန်ခိုးကယ်တင်သည်ကို၊ ဂုဏ်တော်သီချင်းချီးမြှောက်။"
473|131|1|"ရွေးပြီးကြောင်းပြောရန်ဘယ်မျှဝမ်းသာ၊
အသွေးတော်ဖြင့်ရွေးခြင်းခံပြီ။
ကိုယ်တော်ထာဝရသနားခြင်းသည်၊
ကိုယ်တော်သားပင်အစဉ်ဖြစ်သည်။"
474|131|2|"ရွေးပြီး၍ယေရှု၌ရွှင်လန်းသည်၊
စကားကုန်ပြောမပြနိုင်ပြီ။
အစဉ်ကျွန်ုပ်လိုက်လျှောက်သောလမ်းသည်၊
ကိုယ်တော်အလင်းပေးတော်မူမည်။"
475|131|3|"လင်းသောဗိမာန်တော်၌ကျွန်ုပ်ဖို့၊
သရဖူသိုထားလျက်ရှိသည်။
စုံလင်သောသူနှင့်အိမ်တော်မြတ်ဖို့၊
သခင်နှင့်မကြာမီနေမည်။"
476|132|1|"ဝမ်းမြောက်သံကိုတို့ကြားရ၊ ယေရှုရှင်ကယ်ချွတ်တင်၊
ဝမ်းမြောက်ခြင်းကိုကြေညာကြ၊ ယေရှုရှင်ကယ်ချွတ်တင်၊
ထိုသတင်းကိုရပ်တိုင်းယူ၊ တောင်ပေါ်ကျော်ပင်လယ်ကူးစေ၊
ရှေ့သို့တိုးရန်မိန့်မှာမူ၊ ယေရှုရှင်ကယ်ချွတ်ပေ။"
477|132|2|"ပင်လယ်ကျော်လျက်သံလွှင့်ပါ၊ ယေရှုရှင်ကယ်ချွတ်တင်၊
နီးဝေးပြစ်ရှိသူပြောပါ၊ ယေရှုရှင်ကယ်ချွတ်တင်၊
ကျွန်းများတို့သီချင်းအေးကျူး၊ ပင်လယ်ပေါ်ပဲ့တင်ထပ်စေ၊
လောကတွင်ဝမ်းမြောက်ရွှင်မြူး၊ ယေရှုရှင်ကယ်ချွတ်ပေ။"
478|132|3|"စစ်ပွဲပေါ်မှာကြွေးကြော်ကြ၊ ယေရှုရှင်ကယ်ချွတ်တင်၊
သေခြင်းနှင့်သက်ထာ၀ရ၊ ယေရှုရှင်ကယ်ချွတ်တင်၊
ကရုဏာတောင့်တစဉ်ခါ၊ မှောင်တွင်းသို့ကျူးအေးသာယာ၊
သေခြင်းအောင်ကြောင်းကြွေးကြော်ပါ၊ ယေရှုရှင်ကယ်ချွတ်ပါ။"
479|132|4|"လေများတွင်ကျယ်စွာဟစ်ကြော်၊ ယေရှုရှင်ကယ်ချွတ်တင်၊
လူမျိုးပေါင်းခုဝမ်းမြောက်ပျော်၊ ယေရှုရှင်ကယ်ချွတ်တင်၊
ကယ်တင်ခြင်းဖိုးမဲ့ကြောင်းအော်၊ ချိုင့်နက်နှင့်တောင်ထိပ်များပေါ်၊
ငါတို့အောင်မြင်သီချင်းသည်၊ ယေရှုရှင်ကယ်ချွတ်သည်။"
480|133|1|"အံ့ဖွယ်မှုများတွက်မြတ်ဘုရားချီးမွမ်းပါ၊
လောကီသားတို့ကိုချစ်ရှာသားတော်စွန့်ကာ၊
သက်တော်စွန့်ခြင်းဖြင့်အပြစ်တွေပြေစေပါ၊
အသက်တံခါးဖွင့်ထားဝင်လိုသူများလာ။"
481|133|2|"ယုံကြည်သူပေါင်းအောင်စေကြောင်းသွေးတော်ကြောင့်ပင်၊
စုံလင်သောရွေးနုတ်ခြင်းကတိတော်ကိုပင်၊
အဆိုးဆုံးသောသူသည်အမှန်ယုံကြည်လျှင်၊
ယေရှုမှပြစ်လွှတ်ခွင့်ရထိုခဏတွင်။"
482|133|3|"အံ့ဖွယ်မှုများကျွန်ုပ်အားပြတော်မူပြီ၊
ယေရှု၌ကျွန်ုပ်တို့ဝမ်းမြောက်ခြင်းရှိသည်၊
သို့သော်ယေရှုရှင်ကိုဖူးတွေ့ရသောအခါ၊
အံ့ဩဝမ်းမြောက်ခြင်းသာ၍ကြီးမည်မှန်ပါ။"
483|134|1|"ကျွန်ုပ်ရွေးနုတ်ခြင်းခံပြီးနောက်၊ သီချင်းကိုဆိုချင်သည်၊
ကျွန်ုပ်ရွေးနုတ်ကယ်တင်ရှင်ကြောင့်၊ ကျွန်ုပ်ရွေးခြင်းခံပြီ။"
484|134|2|"ကျွန်ုပ်ရွေးနုတ်ခြင်းခံပြီးလျှင်၊ ကျွန်ုပ်စိတ်ကျေနပ်ပြီ၊
အစဉ်အလိုတော်ကိုလိုက်ချင်၊ ကျွန်ုပ်ရွေးခြင်းခံပြီ။"
485|134|3|"ကျွန်ုပ်ရွေးနုတ်ခြင်းခံပြီးမှ၊ ခိုင်လုံသက်သေရှိသည်၊
ယုံမှားသံသယကင်းဝေးရ၊ ကျွန်ုပ်ရွေးခြင်းခံပြီ။"
486|134|4|"ကျွန်ုပ်ရွေးနုတ်ခြင်းခံပြီးလျှင်၊ အိမ်တော်ကိုပြင်ထားသည်၊
ထိုတွင်ကျွန်ုပ်နေမည်အစဉ်၊ ကျွန်ုပ်ရွေးခြင်းခံပြီ။"
487|135|1|"အံ့ဩဖွယ်သောပြောင်းလဲခြင်းကျွန်ုပ်သက်တာတွင်၊
ယေရှုရှင်ကိန်းဝပ်စဉ်ကပင်၊
ကျွန်ုပ်ဝိညာဉ်ကြာမြင့်စွာတောင့်တသည်အလင်း၊
ကျုပ်စိတ်တွင်ကိန်းဝပ်စဉ်ကပင်။"
488|135|2|"လမ်းလွဲခြင်းလှည့်လည်ခြင်းကျွန်ုပ်သည်ရပ်စဲပြီ၊
ယေရှုရှင်ကိန်းဝပ်စဉ်ကပင်၊
ကျွန်ုပ်၏များစွာသောအပြစ်များဆေးကြောပြီ၊
ကျုပ်စိတ်တွင်ကိန်းဝပ်စဉ်ကပင်။"
489|135|3|"သေမင်းရိပ်လွှမ်းသောချိုင့်၌ကျွန်ုပ်တွက်အလင်း၊
ယေရှုရှင်ကိန်းဝပ်စဉ်ကပင်၊
ရွှေမြို့တော်တံခါးများဟိုဘက်မှာကျွန်ုပ်မြင်၊
ကျုပ်စိတ်တွင်ကိန်းဝပ်စဉ်ကပင်။"
490|135|4|"ထိုမြို့တော်၌စံနေဖို့ကျွန်ုပ်သွားရမည်၊
ယေရှုရှင်ကိန်းဝပ်စဉ်ကပင်၊
ထိုသို့သွားနေစဉ်ဝမ်းမြောက်သည်လွန်ဝမ်းမြောက်သည်၊
ကျုပ်စိတ်တွင်ကိန်းဝပ်စဉ်ကပင်။"
491|136|1|"ကပ်တိုင်တော်ကိုမျှော်ကြည့်ခြင်းဖြင့်သက်ရှင်၊
ငါ့ကိုကြည့်လော့ယေရှုမိန့်မှာ၊
မြေကြီးနှင့်ဘဏ္ဍာတို့အချေးပင်၊
ကပ်တိုင်တော်ဖြင့်ထက်ရပ်ဘဏ္ဍာမြင်ရာ။"
492|136|2|"ကယ်တင်ရှင်မျက်နှာတော်ကိုဖူးမြော်ရာ၊
ပြုံးရယ်ခြင်းသည်ချိုသာလှ၏၊
စုံစမ်းခြင်းတိမ်များဖုံးအုပ်လာခါ၊
ကပ်တိုင်ကြည်ခြင်းဖြင့်ကျွန်ုပ်ခွန်အားရှိ။"
493|136|3|"တိုင်တော်ကိုနေ့ရက်နာရီတိုင်းကြည့်မည်၊
ထားတော်မူကတိမြတ်ယုံကြည်၊
ကောင်းကင်ခွန်အားကိုးစားယူသူသည်၊
သွေးဆောင်သူ၏တန်ခိုးနှင့်စဉ်ကင်းသည်။"
494|137|1|"ကိုယ်တော်မြတ်တွင်ဝမ်းမြောက်လိုလျှင်၊ ကြွယ်ဝခြင်းမျိုးရေတွက်၊
နှုတ်ကပတ်တော်ယုံကြည်လျက်နှင့်၊ ပေးမည့်ဆုများမှတ်သား။"
495|137|2|"ကရုဏာတော်မေတ္တာမြတ်ကြောင့်၊ ပြစ်မျိုးမျိုးလွှတ်ရသည်၊
ငြိမ်သက်ခြင်းလည်းသွေးတော်မြတ်ကြောင့်၊ ပြစ်လွှတ်သောခါရ၏။"
496|137|3|"ပြစ်တန်ခိုးကိုချိုးဖဲ့စေဖို့၊ စွမ်းအားကိုလည်းပေး၏၊
အတွင်းစိတ်ကိုစင်ကြယ်စေဖို့၊ ဝိညာဉ်တော်ပြုပြင်၏။"
497|137|4|"သူငယ်ကဲ့သို့ယုံကြည်ခြင်းဖြင့်၊ ဤဆုများရကြသည်၊
ကိုယ်တော်မြတ်သည်ခရစ်တော်တွင်၊ ပေးမည်ကတိရှိပြီ။"
498|138|1|"စင်ကြယ်ဖို့ရာယေရှုထံတော်ရောက်ပြီလား၊
သိုးငယ်သွေးတော်၌ဆေးကြောပြီလား၊
ကရုဏာတော်၌စိတ်ချယုံကြည်ပြီလား၊
သိုးငယ်သွေးတော်၌ဆေးကြောပြီလား။"
499|138|2|"နေ့စဉ်ယေရှုဘေးမှာယှဉ်တွဲလျှောက်ပြီလား၊
သိုးငယ်သွေးတော်၌ဆေးကြောပြီလား၊
ကပ်တိုင်တင်ခံသူ၌စဉ်ခိုနားရဲ့လား၊
သိုးငယ်သွေးတော်၌ဆေးကြောပြီလား။"
500|138|3|"သတို့သားလာသော်ဝတ်လုံဖြူဖွေးမည်လော၊
သွေးတော်မြတ်၌ဖြူဖွေးစေပြီလား၊
တောက်ပအိမ်တော်တွက်ဝိညာဉ်ပြင်ဆင်ပြီလော၊
သွေးတော်၌ဆေးကြောခြင်းပြုပြီလား။"
501|139|1|"သွေးတော်မြတ်စဉ်တန်ဖိုးကြီးပေ၊ ခုငါ့တွက်ဖိုးထိုက်ပေ၊
သွေးတော်ကြောင့်သာချမ်းသာခွင့်ရ၊
စိုးရိမ်ကြောက်ရွံ့ခြင်းမှ။"
502|139|2|"သင့်ပြစ်ငါမအောက်မေ့တော့ပါ၊ ကျမ်းစာမြတ်၌မိန့်ပေ၊
မိုက်မဲခြင်းသင့်အပြစ်ကြောင့်သာ၊
ငါ့သားသွေးသွန်းခဲ့လေ။"
503|139|3|"ငါမှတ်မိသောအပြစ်တွက်ပင်၊ ကြောက်ရွံ့စိုးရိမ်မလို၊
ဖိုးထိုက်သွေးတော်ဖြင့်ဆေးကြောပြီ၊
ငါ့ပြစ်ကိုသယ်ဆောင်ပြီ။"
504|139|4|"ခွန်အားနည်းသောကျွန်ုပ်ခန္ဓာ၊ စုတေဖို့လဲလျောင်းသော်၊
ငြိမ်သက်မှုပေးသည်မှာသွေးတော်၊
ယင်းသွေးကြောင့်သေပျော်မှာ။"
505|140|1|"စိတ်နှလုံးနှင့်သံဖြင့်ချီးမွမ်းမည်၊
ကိုယ်တော်၌ဝမ်းမြောက်နေမည်၊
အံ့ဖွယ်မေတ္တာသီချင်းဖြင့်ဆိုမည်၊
သီချင်းဖြင့်သီဆိုမည်။"
