id|songId|chorus
155|155|"လုပ်ဆောင်လျက်၊ လုပ်ဆောင်လျက်၊
လုပ်ဆောင်လျက်၊ လုပ်ဆောင်လျက်၊
မြော်လင့်လျက်၊ စောင့်ရှောက်လျက်၊
သခင်လာသည်တိုင်လုပ်ဆောင်ကြ။"
156|156|"မှောင်မိုက်ခြင်းသည်အလင်းဖြစ်လိမ့်မည်၊
နံနက်ချိန်မွန်းတည့်လိုလင်းမည်၊
နိုင်ငံတော်သည်မြေပေါ်မှာတည်မည်၊
မေတ္တာအလင်းနိုင်ငံတည်း။"
157|157|"လုပ်ဆောင်လော့၊ အချိန်တန်ပြီ၊
သွားရှာလော့၊ ပျောက်သူကယ်လေ၊
အပြစ်ရှိ၊ မှောင်မိုက်ထဲမှ၊
ပွဲတော်သို့၊ အိုဆောင်ခဲ့လေ။"
158|158|"ဖိုးထိုက်မျိုးစေ့ကြဲလော့၊ ဖိုးထိုက်မျိုးစေ့ကြဲလော့၊
နီးဝေးရပ်သို့သည်းခံမေတ္တာဖြင့်ကြဲဖြန့်လော့၊
အသက်မုန့်ချိုးဖဲ့လော့၊
ဝမ်းမြောက်ဖွယ်သတင်းကြားပြောလော့၊
ဖိုးထိုက်မျိုးစေ့ကြဲလော့၊ တို့တိုင်းပြည်မှာရော။"
159|159|"လုပ်ဆောင်ကြ၊ လုပ်ဆောင်ကြ၊
ထိုက်တန်သောဆုပေးမူမည်၊
ကိုယ်တော်ရှင်ပေးမူမည်၊ သစ်သောခွန်အားများ၊
ယေရှုပြန်လာသည့်တိုင်လုပ်ဆောင်။"
160|160|"လင်းစေလော့၊ ကယ်တင်ခြင်းလင်းရောင်ကို၊
လင်းစေလော့၊ နေရာရပ်တိုင်း၊
လင်းစေလော့၊ ကယ်တင်ခြင်းလင်းရောင်ကို၊
လင်းစေလော့၊ လင်းမြဲလင်းစေ။"
161|161|"သန့်ရှင်းဥပုသ်ငြိမ်ရာနေ့၊ မြတ်ဘုရားကောင်းချီးပေးလေ၊
ငါတို့ဖို့သက်သေဖြစ်ပေ၊ ထာဝရကာလတည်စေ။"
162|162|na
163|163|na
164|164|"ကြွပါ၊ ကြွပါ၊ အစဉ်ကြွပါ၊ သန့်ရှင်းဥပုသ်နေ့၊
ကြွပါ၊ ကြွပါ၊ အစဉ်ကြွပါ၊ သန့်ရှင်းဥပုသ်နေ့။"
165|165|"ကြိုဆို၊ ကြိုဆို၊ ကြိုဆို၊ ကြိုဆို၊
ကောင်းချီးနေ့ကိုဖိတ်ခေါ်လေ၊
ကိုယ်တော်ရှင်နားရက်ဖြစ်ပေ။"
166|166|"ချမ်းသာစွာ၊ ချမ်းသာစွာ၊
ဘုရားရှင်ပေးလေရာ၊ ကိုးကွယ်သမျှလူမျိုးရှိရှိ၊
ဧကန်မှန်ငြိမ်းအေးဘိ။"
167|167|"မိုးပွင့်ထက်ဖြူသောသက်တော်ဖြင့်ဖုံးပါ၊
အသက်တော်ပြည့်စုံကျွန်ုပ်သိမှာ၊
နီမြန်းငါ့သက်တာငါဆင်းရဲရှာ၊
မိုးပွင့်ထက်ဖြူသောသက်ဖြင့်ဖုံးပါ။"
168|168|"မည်သို့ရှိမည်၊ ထိုနေ့ကြီးတွင်၊
မည်သို့ရှိမည်၊ ထိုနေ့ကြီးတွင်၊
ချိန်ခွင်တွင်ကျွန်ုပ်တို့လျော့မည်လား၊
အပြစ်များနှင့်တူမျောမည်လား။"
169|169|"ဇိအုန်မြို့တော်မြတ်သို့၊ တင့်တယ်လှဇိအုန်မြို့တော်သို့၊
ဘုရားသခင်၏မြို့တော်သို့၊ ကျွန်ုပ်တို့ရှေးရှုချီတက်စို့။"
170|170|"ဘုန်းတော်မြတ်တွင်၊ ဘုရင်ကိုမြင်မည်၊
အစဉ်အမြဲသီဆိုချီးမွမ်းမည်၊
ကရာနီကုန်းတွင်ငါ့တွက်သေခံပြီ၊
ငါသည်ဘုရင်ကိုမြင်မည်။"
171|171|"ဘုရားရှင်မျက်ရည်သုတ်မည်၊
သေနာကြောက်ခြင်းများကင်းပါ၊
ချိန်ကိုနှစ်ဖြင့်မတွက်ပြီ၊ ထိုရပ်တွင်ညဉ့်ကင်းရာ။"
172|172|"သာယာပြည်၊ နောင်ကာလ၊
တင့်တယ်ကမ်းမှာငါတို့တွေ့ဆုံမည်၊
သာယာပြည်၊ နောင်ကာလ၊
တင့်တယ်ကမ်းမှာငါတို့တွေ့ဆုံမည်။"
173|173|"ဝမ်းမြောက်ခြင်းနောက်နောင်ရှိလိမ့်မည်၊
ဝမ်းမြောက်ခြင်းအစဉ်ရှိလိမ့်မည်၊
ဝမ်းမြောက်နေဝင်ချိန်နီးလာပြီ၊
ရိတ်သူများအိမ်တော်ပြန်ပြီ။"
174|174|"ဟုတ်ပေမြစ်နားမှာစုရုံးလာ၊
တင့်တယ်လှသော၊ တင့်တယ်လှသောမြစ်မှာ၊
သန့်ရှင်းသူများနှင့်မြစ်မှာစုလာ၊
ပလ္လင်တော်နားမှာစီးလာ။"
175|175|"တင့်တယ်သောဧဒင်အရပ်တွင်၊
သန့်ရှင်းသူတို့စံရာ။
လှိုင်းတံပိုးများတိုက်ခတ်လျက်ရှိစဉ်၊
ငြိမ်သက်ခြင်းကိုစိတ်ကူးပါ။"
176|176|"ဆုံမည်လော၊ ဆုံမည်လော၊
မြစ်တစ်ဖက်တွေ့ဆုံကြမည်လော၊
မြစ်တစ်ဖက်တွေ့ဆုံကြမည်လော၊
လှိုင်းတံပိုးများစဲလေသော်။"
177|177|"အိမ်တော်ရောက်လုပြီ၊ အိမ်တော်ရောက်လုပြီ၊
ဝေးသောအိမ်မှတောက်ပသောရောင်ခြည်မြင်ပေ၊
ပွင့်နေသောတံခါးမှထွက်ဘုန်းတော်ကြည့်လေ၊
ထိုမှဝင်သော်လေလွင့်ကင်းစင်နောင်မမြင်၊
အိမ်ရောက်လုပြီ၊ တမန်များတေးသံနားဆင်၊
အိမ်တော်ရောက်လုပြီ။"
178|178|"အစုအရုံး၊ စုရုံး၊
ဝမ်းမြောက်ဝမ်းသာဂျူဗလီမှာရောက်လာသည်၊
အစုအရုံး၊ စုရုံး၊
စုရုံးခြင်းသည်ဘယ်လောက်ကြီးကျယ်လိမ့်မည်နည်း။"
179|179|"လုပ်ကိုင်၊ ကြွလာချိန်တိုင်လုပ်ကိုင်၊
ကြွလာချိန်တိုင်လုပ်ကိုင်၊ ကြွလာချိန်၌၊
ကျွန်ုပ်အိမ်တော်ရောက်မည်။"
180|180|na
181|181|"ဝတ္ထုတော်ကိုပြောချင်လေ၊ ဘုန်းပြည်ကျွန်ုပ်သီချင်းပေ၊
ယေရှုနှင့်မေတ္တာတော်ပေ၊ ဝတ္ထုဟောင်းပြောပြလေ။"
182|182|na
183|183|"ချစ်ခြင်းမေတ္တာတော်ကြောင်းစကား၊
တစ်ဝက်ကိုမျှမမီ၊
ဆေးကြောတော်မူကြောင်းပြောသော်ငြား၊
တစ်ဝက်ကိုမျှမရှိ။"
184|184|"အိုနေရောင်ခြည်၊ ကောင်းချီးရောင်ခြည်၊
ငြိမ်သက်ဝမ်းသာချိန်ကုန်လွန်စေသည်၊
ယေရှုမျက်နှာပြုံးတော်မူက၊ ကျွန်ုပ်ဝိညာဉ်ရောင်ခြည်ရ။"
185|185|"ဝမ်းသာနေ့၊ ဝမ်းသာနေ့၊ ကျွန်ုပ်အပြစ်ဆေးကြောသောနေ့၊
ဆုတောင်းစောင့်နေ၊ ကိုယ်တော်သင်ပေး၊
နေ့စဉ်မပြတ်ဝမ်းမြောက်လျက်နေ၊
ဝမ်းသာနေ့၊ ဝမ်းသာနေ့၊ ကျွန်ုပ်အပြစ်ဆေးကြောသောနေ့။"
186|186|"ကျွန်ုပ်ဝတ္ထုပေသီချင်းဖြစ်လေ၊
ချီးမွမ်းလျက်ကျူးအေးတစ်နေ့လုံးနေ၊
ကျွန်ုပ်ဝတ္ထုပေ၊ သီချင်းဖြစ်လေ၊
ချီးမွမ်းလျက်ကျူးအေး၊ တစ်နေ့လုံးနေ။"
187|187|"မှီခို၊ မှီခို၊ ဘေးအန္တရာယ်နှင့်ကင်းလွတ်လို၊
မှီခို၊ မှီခို၊ ထာဝရလက်ရုံးတော်ကိုမှီခို။"
188|188|"အိုနေရောင်ခြည်၊ တင့်တယ်နေရောင်ခြည်၊
စိတ်နှလုံးရှိနေရောင်ခြည်၊ ယေရှုအပြုံး၊ ဝမ်းနည်းဖုံးမည်၊
စိတ်အတွင်းမှာနေရောင်ခြည်။"
189|189|"အိုကယ်ချွတ်ရှင်ယေရှုသည်၊ ကျွန်ုပ်သီချင်းဖြစ်စေ၊
ကိုယ်တော်ကဲ့သို့မိတ်ဆွေသည်၊ လောကတွင်ရှာမတွေ့။"
190|190|"ဘေးမဲ့ယေရှုရင်ခွင်ထက်၊ ရွှေလက်တော်ပိုက်ပွေ့ရာ၊
မေတ္တာတော်ရိပ်ခိုကိုးလျက်၊ ကျွန်ုပ်ဝိညာဉ်ချမ်းသာ။"
191|191|"နံနက်ဖြစ်ပေစိတ်နှလုံးတွင်နံနက်တည်း၊
မှောင်ရိပ်အပေါင်းယေရှုရှင်ပယ်ရှားသတည်း၊
သခင်ယေရှုတွက်ယခု၊ ဝမ်းမြောက်ကျွန်ုပ်ကျူးအေးတည်း၊
နံနက်ဖြစ်ပေစိတ်နှလုံးတွင်နံနက်တည်း။"
192|192|na
193|193|"မြတ်နာမချိုသာလှ၊ မြေနှင့်ကောင်းကင်ရွှင်မြူးရာ၊
မြတ်နာမချိုသာလှ၊ မြေနှင့်ကောင်းကင်ရွှင်မြူးရာ။"
194|194|"စောင့်နေ၊ သည်းခံမငြီးဘဲစောင့်နေ၊
စောင့်နေ၊ သည်းခံမငြီးဘဲစောင့်နေ၊
စောင့်နေ၊ စောင့်နေ၊ စောင့်နေသည်းခံစောင့်နေ။"
195|195|"ကျွန်ုပ်၏နာမည်မှာ၊ နိုင်ငံသက်စာစောင်တွင်၊
ဖြူစင်လှစွာစာရွက်မှာ၊ ရေးသားလျက်ရှိပြီလား။"
196|196|na
197|197|"မေတ္တာတော်ကြိုးဖြင့်ဆွဲယူ၊
ကိုယ်တော်ထံထက်ရပ်ဆွဲယူ၊
နီးစွာဆွဲပါ၊ ကိုယ်တော်ထံသို့ယူ။"
198|198|"ထိုခါကျောက်တော်သို့ပြေးစေပါ၊
ကျွန်ုပ်ထက်မြင့်လှသောကျောက်တော်သို့၊
ထိုခါကျောက်တော်သို့ပြေးစေပါ၊
ကျွန်ုပ်ထက်မြင့်လှသောကျောက်တော်သို့။"
199|199|"နောက်နောင်ကာလ၌၊ ငါတို့သိလိမ့်မည်၊
နောက်နောင်ကာလ၌၊ နားလည်လိမ့်မည်၊
ညီကိုနှစ်သိမ့်လေ၊ ပျော်အောင်သာနေလေ၊
နောက်နောင်ကာလ၌၊ နားလည်လိမ့်မည်။"
200|200|na
201|201|"ကိုယ်တော်၊ အို - ကိုယ်တော်ကိုသာ၊ နာရီတိုင်းလိုပါသည်၊
အိုခုကောင်းချီးပေးမြတ်စွာ၊ ကျွန်ုပ်လာမည်။"
202|202|"ယေရှုကိုပြောရ၊ ယေရှုကိုပြောရ၊
ကျွန်ုပ်တစ်ယောက်တည်း၊ ဝန်မထမ်းနိုင်၊
ယေရှုကိုပြောရ၊ ယေရှုကိုပြောရ၊
ယေရှုတစ်ယောက်တည်းမစနိုင်သည်။"
203|203|na
204|204|"အိုယေရှုကယ်ချွတ်ရှင်မှာ၊ ဘုရားနှလုံးမှလာ၊
ကျွန်ုပ်တို့အားပိုင်မူပါ၊ ကိုယ်တော်နှလုံးနားမှာ။"
205|205|na
206|206|na
207|207|"ကောင်းချီးဆုတောင်းချိန်၊ ကောင်းချီးဆုတောင်းချိန်၊
မောပန်းသူတို့အားပေးရန်၊ ဘယ်လောက်သာယာပျော်ရွှင်။"
208|208|"နာရီတိုင်း၊ နာရီတိုင်း၊
ကိုယ်တော်ကျွန်ုပ်လွန်စွာလိုပါ၊
နာရီတိုင်း၊ နာရီတိုင်း၊
အိုရှင်နာရီတိုင်းကယ်ပါ။"
209|209|"ဘယ်မဆို၊ ဘယ်မဆို၊ ကြောက်ဖွယ်ရာမရှိ၊
ယေရှုနှင့်ဘယ်ရပ်မဆိုကျွန်ုပ်လိုက်၏။"
210|210|"ဘယ်သူကိုယုံကြည်၍ငါသိ၏၊
သူ၌ငါအပ်ထားသောအရာကိုလည်း၊
ထိုနေ့ရက်တိုင်စောင့်နိုင်ကြောင်းကို၊
ငါသည်စိတ်ချယုံကြည်သည်။"
211|211|"လိုအပ်ဆုံးအချိန်တွင်၊ လိုအပ်ဆုံးအချိန်တွင်၊
နှစ်သိမ့်အားပေးယေရှုနီးမှာပင်၊ ကူမည်လိုဆုံးချိန်တွင်။"
212|212|"(ဘုရားငါ့အလင်း၊ ဝမ်းမြောက်ရာသီချင်း၊
နေ့ညဉ့်စဉ်မပြတ်ငါ့ကိုမြဲဆောင်ကြဉ်း၊)၂"
213|213|na
214|214|na
215|215|"တည်လျက်၊ မြဲနေ၊
မြတ်ဘုရားကတိတော်၌တည်မြဲလျက်နေသည်၊
တည်လျက်၊ မြဲနေ၊
ဘုရားကတိတော်၌တည်မြဲနေသည်။"
216|216|"ကျောက်ဆောင်တွင်ကျွန်ုပ်ဝိညာဉ်သိုဝှက်ထားလေ၊
ခြောက်သွေ့မြေကာကွယ်ကျောက်ဆောင်ပေ၊
ကိုယ်တော်မေတ္တာ၌ကျွန်ုပ်သက်ဝှက်ထား၏၊
(လက်တော်ဖြင့်ကျုပ်ကိုကာကွယ်၏၊)၂"
217|217|"ကျောက်မြဲယေရှုကျွန်ုပ်ခိုလှုံ၊
အခြားတည်ရာရှိရှိသဲနုန်း၊
အခြားတည်ရာရှိရှိသဲနုန်း။"
218|218|"ယေရှု၊ ယေရှု၊ ဘယ်မျှကိုးစား၊ ကြိမ်ဖန်များစွာစမ်းခဲ့လာ၊
ယေရှု၊ ယေရှု၊ မြတ်ယေရှုအား၊ တိုးကိုးစားရန်သနားပါ။"
219|219|"ကိုယ်တော်၌သာကွယ်ကာနေပါ၊
မြဲတည်ကျောက်တော်တွင်ကျွန်ုပ်ခိုလှုံကွယ်ကာ။"
220|220|"ယေရှုသက်ရှင်၊ နက်ဖြန်နေ့စိုးရိမ်ကင်း၊
ယေရှုသက်ရှင်၊ ကြောက်ရွံ့ခြင်းကင်း၊
နာဂတ်ပိုင်စိုးကြောင်းကျွန်ုပ်သိပြီ၊
ဖိုးထိုက်သက်ရှိခြင်းကြောင့်ဧကန်သက်ရှင်နိုင်ပြီ။"
221|221|"စွမ်းကြီးကျောက်၊ နွမ်းရိသောပြည်တွင်၊
အေးမြရိပ်၊ ပူပြင်းသဲပြင်မှာ၊
လမ်းပြရှင်၊ ခရီးသွားတို့တွင်၊
မုန်တိုင်းကျစဉ်တွင်ခိုလှုံရာ။"
222|222|"အတောင်တော်အောက်၊ အတောင်တော်မှ၊
မေတ္တာမှခွဲနိုင်အံ့နည်း၊
အတောင်တော်အောက်၊ ကျွန်ုပ်ဝိညာဉ်ခို၊
လုံခြုံအမြဲခိုရာတည်း။"
223|223|"ကောင်းပေသည်၊ ဝိညာဉ်ဖို့၊
ကောင်းပေသည်၊ ကောင်းပေသည်၊ ဝိညာဉ်ဖို့။"
224|224|"ကျောက်ဆောင်မြတ်ပေါ်မှာ၊ ငါတို့တည်ဆောက်ရာ၊
ခိုင်လုံသောခရစ်တော်ကျောက်မြတ်ပေါ်မှာ၊
ကျွန်ုပ်တို့တည်ဆောက်ရာ။"
225|225|"လှိုင်းတံပိုးထလျှင်ဝိညာဉ်မြဲစွာ၊
ထိန်းသောကျောက်ဆူးကျွန်ုပ်၌ရှိပါ၊
မလှုပ်သောကျောက်တော်တွင်တည်နေသည်၊
ကယ်တင်ရှင်မေတ္တာ၌တည်မြဲစေသည်။"
226|226|"တွဲလျက်သွား၊ ရဲဝံ့စွာချီသွား၊
သင့်သတ္တိ၊ မွေးလော့အားသစ်၊
နေ့စဉ်ယေရှုကယ်ရှင်နှင့်သွား၊
ခရီးတစ်လျှောက်ကိုယ်တော်ပို့ဆောင်မည်။"
227|227|"ရှေ့ဆောင်မူသည်၊ ရှေ့ဆောင်မူသည်၊
ရွှေလက်တော်ဖြင့်ရှေ့ဆောင်မူသည်၊
သစ္စာရှိလျက်နောက်တော်လိုက်မည်၊
လက်တော်မြတ်ဖြင့်ရှေ့ဆောင်မူသည်။"
228|228|"ချစ်တော်မူပေ၊ ချစ်တော်မူသည်၊
ယေရှုချစ်ကြောင်းကျွန်ုပ်သိ၊
ငါ့ကိုကယ်ရန်သေခံမူပြီ၊
ထိုကြောင့်ကိုယ်တော်ကိုချစ်သည်။"
229|229|na
230|230|na
231|231|na
232|232|"ကပ်တိုင်လမ်းဖြင့်အိမ်ရောက်သည်၊
ကပ်တိုင်လမ်းဖြင့်အိမ်ရောက်သည်၊
ကပ်တိုင်လမ်းအကြောင်းသိဖို့ရန်လွန်ကောင်း၊
ကပ်တိုင်လမ်းဖြင့်အိမ်ရောက်သည်။"
233|233|"ကောင်းချီးရေတွက်တစ်ခုနောက်တစ်ခု၊
ပြုတော်မူသောကျေးဇူးရေတွက်မည်၊
ကောင်းချီးရေတွက်တစ်ခုနောက်တစ်ခု၊
ပြုတော်မူသောကျေးဇူးတော်အံ့ဩလိမ့်မည်။"
234|234|"ဝမ်းမြောက်၊ ဝမ်းမြောက်၊
ကိုယ်တော်မြတ်၌ဝမ်းမြောက်ကြလေ၊
ဝမ်းမြောက်၊ ဝမ်းမြောက်၊
ကိုယ်တော်မြတ်၌ဝမ်းမြောက်ကြလေ။"
235|235|na
236|236|"ကယ်တင်ရှင်လျှောက်သံနားညောင်းသဖြင့်၊
အခြားသူထံကြွတော်မူစဉ်၊ လွန်မသွားပါနှင့်။"
237|237|"ချစ်ဘုရား၊ ကျွန်ုပ်ကားသားသမီး၊
ချစ်ဘုရား၊ ကိုယ်တော်နှင့်တူပေ၊
မေတ္တာသည်ဝမ်းမြောက်စေသည်၊ မေတ္တာသည်သင့်တင့်လေ၊
စိတ်ကိုမစကြင်နာစေသည်၊ နေ့စဉ်ခြားသူဖို့တည်း။"
238|238|"ကိုးစားနားထောင်၊ အခြားလမ်းမရှိချေ။
ယေရှု၌ပျော်မွေ့လိုလျှင်၊ ကိုးစားနားထောင်ရလေ။"
239|239|na
240|240|"ချစ်မိတ်ဆွေများ၊ မီးခွက်ပြင်လေ၊
ချစ်ကြောက်ခြင်းဖြင့်ပြင်ဆင်နေကြ၊
သခင်ကြွလာချိန်နီးလာပေ၊
မီးခွက်တိုင်းထွန်းလင်းနေစေ။"
241|241|"လာသည့်တိုင်စွဲကိုင်၊ အထက်မှကတိ၊
နိုင်ငံတော်သစ်၌သင့်ဖို့နေရာရှိ၊
ငါ့ဘုန်းတွင်ဝင်စား၊ ငါ့ပလ္လင်ပေါ်ထိုင်၊
သရဖူများရမည်၊ လာသည့်တိုင်စွဲကိုင်။"
242|242|na
243|243|"ကြွလာမည်၊ ကျွန်ုပ်တို့သင့်စောင့်နေကြ၊
ကြွလာမည်၊ ဟာလေလုယ၊ ဟာလေလုယ၊
ခမည်းတော်ဘုန်းရောင်ခြည်တိမ်နှင့်တကွကြွလာမည်၊
သို့သော်နာရီမသိ။"
244|244|"ယုံခြင်းသည်အောင်ခြင်းတည်း၊
ယုံခြင်းသည်အောင်ခြင်းတည်း၊
အိုဘုန်းကြီးသောအောင်ခြင်းသည်၊
လောကကိုအောင်ခြင်းတည်း။"
245|245|"သူရဲကဲ့သို့၊ ရပ်တန့်နေလျက်၊
သူရဲကဲ့သို့၊ ရန်သူဘက်မျက်နှာလှည့်။"
246|246|"တက်ကြခရစ်ယာန်စစ်သည်၊ တိုက်ဖို့ချီသည်နည်း၊
ယေရှုကပ်တိုင်ထမ်းပြီး၊ ရှေ့တက်စိတ်အားကြီး။"
247|247|"ထလော့စစ်သည်၊ အလံတော်ကိုဝိုင်းလော့၊
အသင့်ရှိလော့၊ လူတိုင်းအားပြောပါ၊
ရှေ့သို့တိုးလျက်ဟောရှဏ္ဏကြွေးကြော်လော့၊
ယေရှုရှင်စစ်ဗိုလ်ချုပ်ကြီးဖြစ်ပါ။"
248|248|na
249|249|"ခိုင်ခံ့စွဲတည်မြဲလော့၊
မိန့်တော်မူသံကိုနားထောင်လျှောက်လိုက်၊
နာခံလျက်ရှေ့တက်ကြစို့၊
ကတိတော်၌မြဲတည်လျက်၊
တန်ခိုးတော်၌ခိုင်ခံ့ခြင်းရှိလော့။"
250|250|"တင့်တယ်ပျော်ရွှင်ပြည်တော်တွင်တွေ့ဆုံမည်၊
မြဲစိမ်းလန်းသာယာကမ်းတစ်ဖက်မှာ၊
မောရှေနှင့်သိုးသငယ်သီချင်းထပ်ခါဆိုမည်၊
ယေရှုနှင့်အစဉ်နေကြရာ။"
251|251|"ကယ်တင်ရှင်နောက်တော်လိုက်ပါမည်၊
ကျွန်ုပ်တွက်သွေးတော်သွန်းပြီ၊
လူအပေါင်းစွန့်ပစ်ငြားသော်လည်း၊
ကျေးဇူးတော်ဖြင့်လိုက်ပါမည်။"
252|252|"ယုံကြည်ခြင်းဖြင့်၊ မြင့်နေရာမှာ၊
ကျွန်ုပ်ကိုချီ၍ရပ်စေပါ၊
ရောက်ခဲ့သည်ထက်မြင့်နေရာမှာ၊
ကျွန်ုပ်ကိုမြင့်ရပ်မှာထားပါ။"
253|253|"မကြာမီကာလ၊ မကြာမီကာလ၊
လှိုင်းတံပိုးကျော်သွားကြမည်၊
မုန်တိုင်းလွန်သွားလျှင်အားလုံးနောင်ခါတွေ့ဆုံကြ၊
မကြာမီအိမ်တော်သို့သွားကြမည်။"
254|254|"ကောင်းကင်ကိုရောက်ရှိချိန်ခါ၊
မည်မျှဝမ်းသာပျော်ရွှင်နေ့ဖြစ်မည်နည်း၊
ယေရှုအားဖူးတွေ့မည်၊
အောင်မြင်ခြင်းဟစ်ကြွေးသီဆိုမည်။"
255|255|"ထွန်းလင်းမည်ငါတို့မိုးသောက်ကြယ်ပမာ၊
ကပ်တိုင်တင်ခံယေရှုနှင့်သာ၊
ထမြောက်သောသူနှင့်တူမည်ထာ၀ရ၊
နေလိုထွန်းတောက်မည်စဉ်ကာလ။"
256|256|na
257|257|"တစ်ယောက်တည်းနေသော်လည်း၊ ဒံယေလကဲ့သို့၊
ယစ်မျိုးရွှေရည်မြဲရှောင်ကြဉ်၊ ကြားပြောဝံ့ကြစို့။"
258|258|"နှစ်သိမ့်အားပေးတည်ကြည်ရန်၊
ကယ်တင်ရှင်ထံဆုတောင်းပါ၊
ကိုယ်တော်လိုတော်မစရန်၊ သင့်ကိုဆုံးတိုင်ပို့မှာ။"
259|259|"သေရည်ရှောင်အောင်လံလွင့်လေ၊
စစ်ချီသံကြွေးကြော်ကြပါ၊
ဆိုးသွမ်းလောကကျဆုံးစေ၊
လွတ်လပ်သူတို့လာကြလေ။"
260|260|"ဘုန်းတော်၊ ဘုန်းတော်၊ ဟာလေလုယ၊
ဘုန်းတော်၊ ဘုန်းတော်၊ ဟာလေလုယ၊
ဘုန်းတော်၊ ဘုန်းတော်၊ ဟာလေလုယ၊
သမ္မာတရားအောင်နေ။"
261|261|"အိမ်ထောင်မှာ၊ ချစ်မေတ္တာ၊
ချိန်တိုင်းသာယာချမ်းမြေ့ရာ၊
အိမ်ထောင်မှာမေတ္တာ။"
262|262|na
263|263|na
264|264|"ကမ္ဘာ့လူငယ်များ၊ ဂါလိလဲရှင်ဖို့ဖြစ်သည်၊
ကမ္ဘာ့လူငယ်များ၊ ပြစ်လုံးစုံမှကယ်ချွတ်ပြီ၊
စွမ်းရည်တိုင်းမှုတော်တွက်ဖြစ်စေ၊
ထာဝရကာလဦးတည်၊
ကမ္ဘာ့လူငယ်များ၊ ဂါလိလဲရှင်ဖို့ဖြစ်သည်။"
265|265|"နေ့ရက်များလွန်သွားစဉ်၊ နေ့ရက်များလွန်သွားစဉ်၊
ကောင်းမှုများပြုကြအစဉ်၊ နေ့ရက်များလွန်သွားနေစဉ်။"
266|266|"ကိုယ်တော်ကိုဖူးမြင်ရလိမ့်မည်၊
ကျေးဇူးတော်ကယ်တင်ကြောင်းလျှောက်မည်၊
ကိုယ်တော်ကိုဖူးမြင်ရလိမ့်မည်၊
ကျေးဇူးတော်ကယ်တင်ကြောင်းလျှောက်မည်။"
267|267|na
268|268|na
269|269|na
270|270|na
271|271|na
272|272|na
273|273|"Oh, praise Him! Oh, praise Him!
Alleluia, alleluia, alleluia!
Oh, praise Him! Oh, praise Him!
Alleluia, alleluia, alleluia!
Oh, praise Him! Oh, praise Him!
Alleluia, alleluia, alleluia!
Oh, praise Him! Oh, praise Him!
Alleluia, alleluia, alleluia!
"
274|274|na
275|275|na
276|276|na
277|277|na
278|278|na
279|279|na
280|280|na
281|281|na
282|282|na
283|283|na
284|284|na
285|285|na
286|286|na
287|287|na
288|288|na
289|289|na
290|290|na
291|291|na
292|292|na
293|293|na
294|294|na
295|295|na
296|296|na
297|297|na
298|298|"Rejoice! Rejoice!
Rejoice, give thanks, and sing!
Rejoice! Rejoice!
Rejoice, give thanks, and sing!
Rejoice! Rejoice!
Rejoice, give thanks, and sing!
Rejoice! Rejoice!
Rejoice, give thanks, and sing!
Rejoice! Rejoice!
Rejoice, give thanks, and sing!
"
299|299|na
300|300|na
301|301|na
302|302|na
303|303|na
304|304|na
305|305|"Wake the song, wake the song,
The song of joy and gladness,
Wake the song, wake the song,
The song of Jubilee.
Wake the song, wake the song,
The song of joy and gladness,
Wake the song, wake the song,
The song of Jubilee.
Wake the song, wake the song,
The song of joy and gladness,
Wake the song, wake the song,
The song of Jubilee.
"
306|306|na
307|307|na
308|308|na
309|309|na
310|310|na
311|311|na
312|312|na
313|313|na
314|314|na
315|315|na
316|316|na
317|317|"O Savior, stay this night with me;
Behold, 'tis eventide!
O Savior, stay this night with me;
Behold, 'tis eventide.
O Savior, stay this night with me;
Behold, 'tis eventide!
O Savior, stay this night with me;
Behold, 'tis eventide.
O Savior, stay this night with me;
Behold, 'tis eventide!
O Savior, stay this night with me;
Behold, 'tis eventide.
"
318|318|na
319|319|na
320|320|na
321|321|na
322|322|"Holy, holy, holy, Lord God of hosts!
Heaven and earth are full of Thee;
Heaven and earth are praising Thee,
O Lord most high!
Holy, holy, holy, Lord God of hosts!
Heaven and earth are full of Thee;
Heaven and earth are praising Thee,
O Lord most high!
Holy, holy, holy, Lord God of hosts!
Heaven and earth are full of Thee;
Heaven and earth are praising Thee,
O Lord most high!
Holy, holy, holy, Lord God of hosts!
Heaven and earth are full of Thee;
Heaven and earth are praising Thee,
O Lord most high!
"
323|323|na
324|324|na
325|325|na
326|326|na
327|327|na
328|328|na
329|329|na
330|330|na
331|331|na
332|332|na
333|333|na
334|334|na
335|335|na
336|336|"Till we meet, till we meet,
Till we meet at Jesus' feet,
Till we meet, till we meet,
God be with you till we meet again.
Till we meet, till we meet,
Till we meet at Jesus' feet,
Till we meet, till we meet,
God be with you till we meet again.
Till we meet, till we meet,
Till we meet at Jesus' feet,
Till we meet, till we meet,
God be with you till we meet again.
Till we meet, till we meet,
Till we meet at Jesus' feet,
Till we meet, till we meet,
God be with you till we meet again.
"
337|337|na
338|338|na
339|339|"On our way rejoicing As we forward move,
Hearken to our praises, O blest God of love!
On our way rejoicing As we forward move,
Hearken to our praises, O blest God of love!
"
340|340|na
341|341|na
342|342|na
343|343|na
344|344|na
